DATE,AWND,CDSD,CLDD,DP01,DP10,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,PSUN,SNOW,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WSF1,WSF2,WSF5,WSFG,WSFM
1967-09,,2411,285,13,11,0,0,0,0,0,29,2,46,0,0,1.2,92,13,13,5.94,,0,74.1,83.4,64.7,,30,,,360,,23,,,32.2,
1967-10,,2508,97,5,4,0,0,0,0,0,28,0,41,0,0,1.75,89,97,84,4.19,,0,65.4,77.4,53.4,,200,,,225,,33.1,,,46.1,
1967-11,,2515,7,6,2,0,0,0,1,0,15,0,31,0,0,0.4,83,387,290,0.93,,0,55.6,66.9,44.2,,10,,,180,,28,,,38,
1967-12,,2515,0,12,8,0,0,0,8,0,4,0,25,0,0,0.77,76,944,557,2.3,,0,47,56.8,37.2,,320,,,315,,29.1,,,42.5,
1968-01,,0,0,16,9,0,0,0,12,3,2,0,12,0,0.4,0.93,74,1581,637,3.61,,0.4,44.4,51.5,37.3,,200,,,360,,25.9,,,38,
1968-02,,0,0,10,5,1,2,0,13,1,1,0,25,3,1.5,0.45,70,2185,603,1.48,,2.6,44.2,55,33.4,,10,,,360,,25.9,,,39.1,
1968-03,,14,14,13,8,0,0,0,6,0,11,0,24,0,0,1.72,79,2522,337,6.39,,0,54.6,64.3,44.9,,30,,,45,,40.9,,,52.8,
1968-04,,68,54,9,6,0,0,0,0,0,24,0,34,0,0,0.77,83,2625,104,2.42,,0,63.4,73.7,53,,310,,,315,,29.1,,,41.4,
1968-05,,299,231,12,8,0,0,0,0,0,31,3,49,0,0,3.17,91,2628,3,6.02,,0,72.4,81.9,62.8,,180,,,180,,23,,,41.4,
1968-06,,735,436,10,6,0,0,0,0,0,30,12,60,0,0,1.32,96,2628,0,3.5,,0,79.5,89,70.1,,190,,,180,,23.9,,,35.6,
1968-07,,1230,494,7,5,0,0,0,0,0,31,21,62,0,0,0.55,97,0,0,1.88,,0,80.9,90.9,71,,200,,,180,,30,,,39.1,
1968-08,,1801,571,5,3,0,0,0,0,0,31,25,63,0,0,2.27,101,0,0,2.71,,0,83.4,93.7,73.1,,210,,,360,,21,,,35.6,
1968-09,,2088,287,9,4,0,0,0,0,0,30,10,50,0,0,1.45,100,0,0,2.53,,0,74.6,86.7,62.4,,330,,,315,,29.1,,,36.7,
1968-10,,2222,133,6,1,0,0,0,0,0,30,1,41,0,0,1.92,92,49,49,2.18,,0,67.7,79.6,55.9,,180,,,270,,21,,,34.4,
1968-11,,2242,20,10,6,0,0,0,5,0,12,0,28,0,0,1.65,83,402,353,4.58,,0,53.9,65,42.7,,360,,,360,,30,,,47.2,
1968-12,,2242,0,6,3,0,0,0,12,1,8,0,16,0,0,0.51,75,949,546,1.2,,0,47.4,59.8,35,,320,,,315,,53,,,79.4,
1969-01,,2,2,5,3,0,0,0,10,0,9,0,17,0,0,0.5,88,1448,500,1.26,,0,49,60,37.9,,310,,,315,,40.9,,,55.3,
1969-02,,5,2,6,4,0,0,0,4,0,8,0,27,0,0,0.73,87,1871,422,1.99,,0,50,60.5,39.5,,310,,,315,,32,,,41.4,
1969-03,,7,2,9,8,0,0,0,8,0,6,0,25,0,0,1,83,2346,475,3.62,,0,49.7,59.7,39.8,,340,,,270,,29.1,,,41.4,
1969-04,,71,63,8,4,0,0,0,0,0,28,0,42,0,0,1.06,85,2399,52,3.4,,0,65.4,76,54.7,,310,,,315,,47,,,52.8,
1969-05,,292,221,10,7,0,0,0,0,0,29,3,46,0,0,2.43,93,2406,7,7.13,,0,71.9,82.3,61.5,,300,,,315,,38,,,42.5,
1969-06,,738,447,5,2,0,0,0,0,0,29,19,56,0,0,0.3,101,2410,4,0.63,,0,79.8,90.8,68.7,,360,,,225,,38,,,47.2,
1969-07,,1448,709,3,1,0,0,0,0,0,31,31,69,0,0,0.7,104,0,0,0.77,,0,87.9,99.3,76.5,,160,,,135,,21.9,,,35.6,
1969-08,,2042,594,5,5,0,0,0,0,0,31,26,68,0,0,0.7,103,0,0,2.56,,0,84.1,94.5,73.8,,120,,,315,,23.9,,,38,
1969-09,,2405,364,7,5,0,0,0,0,0,30,12,59,0,0,1.34,93,0,0,4.55,,0,77.1,87.2,67,,320,,,45,,29.1,,,47.2,
1969-10,,2533,128,7,5,0,0,0,0,0,20,5,42,0,0,3.53,93,120,120,5.82,,0,65.3,75.4,55.1,,190,,,180,,25.9,,,40.3,
1969-11,,2549,16,8,5,0,0,0,6,0,13,0,30,0,0,0.33,83,432,312,1.22,,0,55.1,67.8,42.4,,330,,,315,,29.1,,,41.4,
1969-12,,2549,0,6,4,0,0,0,4,0,8,0,23,0,0,0.9,75,901,469,2.75,,0,49.9,60.8,38.9,,30,,,360,,25.1,,,41.4,
1970-01,,5,5,3,2,0,0,0,21,2,3,0,13,0,0,0.51,83,1663,761,0.72,,0,40.6,51.7,29.6,,340,,,360,,28,,,43.6,
1970-02,,5,0,8,7,0,0,0,9,0,6,0,22,0,0,1.75,77,2123,460,4.78,,0,48.6,58.8,38.3,,330,,,180,,29.1,,,46.1,
1970-03,,11,6,13,7,1,0,0,2,0,6,0,31,1,0.4,1.12,82,2530,407,3.5,,0.8,52.1,62,42.2,,270,,,270,,38.9,,,51.7,
1970-04,,112,101,9,5,0,0,0,0,0,26,0,33,0,0,2.56,84,2596,66,4.68,,0,66.2,76.4,55.9,,320,,,315,,55,,,63.3,
1970-05,,342,229,6,5,0,0,0,0,0,30,0,47,0,0,1.08,89,2618,22,3.63,,0,71.7,82.7,60.7,,160,,,315,,32,,,41.4,
1970-06,,765,423,3,2,0,0,0,0,0,30,17,52,0,0,0.38,98,2619,1,0.61,,0,79.1,89.3,68.8,,200,,,315,,30,,,47.2,
1970-07,,1352,587,3,3,0,0,0,0,0,31,26,59,0,0,0.54,103,0,0,0.94,,0,83.9,95,72.9,,170,,,180,,21,,,34.4,
1970-08,,1996,643,5,4,0,0,0,0,0,31,30,64,0,0,3.3,104,0,0,6.85,,0,85.7,96.9,74.6,,180,,,135,,21,,,36.7,
1970-09,,2398,403,11,9,0,0,0,0,0,28,13,55,0,0,2.22,95,8,8,6.26,,0,78.2,86.5,69.8,,300,,,315,,25.1,,,51.7,
1970-10,,2510,111,6,3,0,0,0,0,0,21,0,39,0,0,1.68,88,117,109,2.95,,0,65.1,75.1,55,,310,,,315,,30,,,39.1,
1970-11,,2522,12,2,1,0,0,0,4,0,16,0,24,0,0,0.19,79,441,323,0.2,,0,54.6,67.2,42.1,,210,,,180,,28,,,42.5,
1970-12,,2542,20,5,2,0,0,0,7,0,11,0,21,0,0,0.68,83,815,375,1.01,,0,53.5,65.8,41.3,,180,,,135,,28,,,38,
1971-01,,0,0,1,1,0,0,0,14,1,10,0,17,0,0,0.19,77,1385,569,0.19,,0,46.6,60.3,33,,200,,,315,,25.9,,,39.1,
1971-02,,6,6,7,4,0,0,0,12,0,7,0,12,0,0,0.52,81,1832,447,1.32,,0,49.2,62.4,36,,170,,,180,,32,,,46.1,
1971-03,,26,20,3,1,1,1,0,6,0,15,1,22,2,1.6,0.26,91,2145,313,0.34,,1.6,55.5,69.9,41.2,,250,,,270,,34.9,,,46.1,
1971-04,,94,68,6,4,0,0,0,1,0,23,0,31,0,0,1.4,87,2245,100,2.76,,0,63.9,75.4,52.4,,180,,,360,,29.1,,,43.6,
1971-05,,283,190,6,4,0,0,0,0,0,31,0,42,0,0,0.86,89,2265,19,1.88,,0,70.5,82,59,,10,,,360,,34.9,,,48.3,
1971-06,,821,538,2,2,0,0,0,0,0,30,26,67,0,0,0.62,98,2265,0,0.83,,0,82.9,93.5,72.3,,180,,,180,,30,,,40.3,
1971-07,,1422,600,7,6,0,0,0,0,0,31,23,60,0,0,1.37,103,0,0,3.6,,0,84.4,94.4,74.4,,240,,,225,,28,,,49.4,
1971-08,,1871,449,8,6,0,0,0,0,0,31,14,66,0,0,2.63,95,0,0,5.7,,0,79.5,88.1,70.9,,90,,,180,,19.9,,,57.5,
1971-09,,2248,377,6,5,0,0,0,0,0,28,16,46,0,0,1.02,96,14,14,3.24,,0,77.1,86.6,67.5,,340,,,225,,19.9,,,38,
1971-10,,2412,164,8,7,0,0,0,0,0,31,0,46,0,0,2.64,89,22,7,7.64,,0,70,80.3,59.8,,290,,,270,,32,,,44.7,
1971-11,,2446,34,3,3,0,0,0,0,0,14,0,37,0,0,0.92,83,295,274,1.77,,0,57,67.7,46.3,,310,,,270,,32,,,46.1,
1971-12,,2447,0,10,6,0,0,0,0,0,8,0,34,0,0,2.38,81,693,397,6.99,,0,52.2,61.2,43.2,,270,,,270,,30,,,59.7,
1972-01,,1,1,6,4,0,0,0,12,0,6,0,15,0,0,0.46,82,1315,622,1.09,,0,45,56.6,33.3,,340,,,225,,25.1,,,36.7,
1972-02,,13,12,3,1,0,0,0,9,0,12,0,20,0,0,0.24,84,1719,404,0.26,,0,51.5,64.8,38.1,,10,,,360,,28,,,39.1,
1972-03,,69,56,2,0,0,0,0,1,0,25,0,32,0,0,0.09,89,1865,146,0.1,,0,62.1,75.9,48.3,,190,,,180,,31.1,,,43.6,
1972-04,,248,179,6,5,0,0,0,0,0,28,6,40,0,0,2.37,95,1893,27,3.25,,0,70,82.1,58,,180,,,270,,25.1,,,48.3,
1972-05,,487,239,5,4,0,0,0,0,0,31,4,52,0,0,1.15,92,1894,1,2.35,,0,72.7,83.7,61.7,,200,,,180,,23,,,33.3,
1972-06,,978,490,4,4,0,0,0,0,0,30,22,55,0,0,0.51,105,1894,0,1.5,,0,81.4,92.6,70.1,,20,,,180,,28,,,51.7,
1972-07,,1538,560,4,3,0,0,0,0,0,31,27,59,0,0,0.27,102,0,0,0.59,,0,83.1,94,72.2,,210,,,180,,25.9,,,39.1,
1972-08,,2148,609,6,3,0,0,0,0,0,31,30,68,0,0,0.34,104,0,0,0.81,,0,84.6,95.8,73.5,,170,,,180,,28,,,38,
1972-09,,2623,475,11,7,0,0,0,0,0,29,17,50,0,0,0.88,100,3,3,2.43,,0,80.8,90.4,71.1,,220,,,360,,36.9,,,43.6,
1972-10,,2801,177,8,7,0,0,0,0,0,21,8,45,0,0,2.18,95,103,100,6.89,,0,67.5,77.8,57.3,,60,,,225,,28,,,44.7,
1972-11,,2805,4,8,5,0,0,0,1,0,7,0,31,0,0,0.75,79,554,452,2.37,,0,50.1,58.9,41.2,,320,,,315,,36,,,47.2,
1972-12,,2805,0,5,2,1,1,0,15,0,6,0,18,1,1.4,0.3,75,1205,651,0.61,,1.4,44,54.5,33.5,,350,,,360,,34.9,,,50.6,
1973-01,,0,0,12,9,3,2,0,12,4,5,0,8,2,1.2,1.28,73,1904,699,3.26,,2.3,42.5,51.2,33.8,,340,,,180,,34.9,,,49.4,
1973-02,,0,0,5,2,0,0,0,7,0,3,0,23,0,0,1.53,80,2384,480,1.92,,0,47.8,57.7,38,,10,,,270,,28,,,42.5,
1973-03,,5,4,10,5,0,0,0,0,0,16,0,35,0,0,0.87,80,2546,161,2.28,,0,59.9,70.4,49.5,,240,,,270,,34.9,,,57.5,
1973-04,,62,57,12,11,0,0,0,1,0,18,0,30,0,0,1.73,83,2732,187,6.06,,0,60.7,69.7,51.7,,170,,,180,,32,,,48.3,
1973-05,,284,222,8,8,0,0,0,0,0,31,6,46,0,0,0.9,94,2746,14,3.18,,0,71.7,83,60.4,,270,,,270,,34.9,,,52.8,
1973-06,,712,428,11,7,0,0,0,0,0,30,16,57,0,0,2.11,95,2746,0,5.88,,0,79.3,89.2,69.3,,170,,,180,,30,,,59.7,
1973-07,,1296,584,10,9,0,0,0,0,0,31,26,71,0,0,3.01,97,0,0,11.13,,0,83.8,92.6,75.1,,190,,,180,,40,,,56.4,
1973-08,,1848,553,1,0,0,0,0,0,0,31,26,64,0,0,0.01,99,0,0,0.01,,0,82.8,93.3,72.3,,190,,,135,,19.9,,,30,
1973-09,,2183,335,9,6,0,0,0,0,0,30,8,54,0,0,2.5,93,1,1,7.17,,0,76.1,84.6,67.6,,190,,,360,,25.1,,,38,
1973-10,,2323,140,10,8,0,0,0,0,0,29,0,39,0,0,2.43,88,40,38,6.85,,0,68.3,78.5,58.1,,320,,,135,,23,,,42.5,
1973-11,,2355,31,7,5,0,0,0,0,0,17,0,36,0,0,1.09,83,229,189,2.06,,0,59.8,69.6,49.9,,310,,,315,,28,,,49.4,
1973-12,,2355,0,3,3,0,0,0,11,0,7,0,21,0,0,0.4,83,745,516,0.83,,0,48.3,60.9,35.8,,340,,,180,,29.1,,,46.1,
1974-01,,0,0,9,5,0,0,0,12,3,5,0,17,0,0,0.78,79,1408,663,1.8,,0,43.6,53.7,33.5,,220,,,225,,25.1,,,38,
1974-02,,1,1,3,1,0,0,0,6,0,10,0,22,0,0,0.93,80,1765,357,1.01,,0,52.3,65.3,39.3,,320,,,315,,34.9,,,49.4,
1974-03,,112,111,5,2,0,0,0,2,0,22,2,31,0,0,0.46,96,1943,178,0.8,,0,62.8,73.9,51.8,,180,,,180,,25.1,,,40.3,
1974-04,,208,96,6,3,0,0,0,0,0,27,1,37,0,0,1,90,2015,72,2.51,,0,65.8,77,54.6,,280,,,225,,32,,,47.2,
1974-05,,542,334,6,5,0,0,0,0,0,30,4,54,0,0,2.57,93,2016,1,6,,0,75.7,84.7,66.7,,310,,,180,,23,,,38,
1974-06,,951,409,6,6,0,0,0,0,0,30,14,59,0,0,2.26,95,2016,0,5.44,,0,78.6,88.5,68.8,,50,,,45,,38.9,,,55.3,
1974-07,,1604,652,2,2,0,0,0,0,0,31,30,70,0,0,0.46,106,0,0,0.67,,0,86.1,97.3,74.8,,270,,,180,,25.1,,,40.3,
1974-08,,2159,555,6,4,0,0,0,0,0,31,22,68,0,0,1.46,104,0,0,4.19,,0,82.9,92.6,73.2,,270,,,45,,38.9,,,43.6,
1974-09,,2358,199,12,9,0,0,0,0,0,26,2,51,0,0,1.7,95,21,21,6.04,,0,70.9,79.1,62.7,,360,,,180,,25.1,,,31.1,
1974-10,,2503,146,7,5,0,0,0,0,0,30,0,45,0,0,1.86,87,38,16,5.93,,0,69.2,79.8,58.5,,180,,,135,,28,,,36.7,
1974-11,,2522,18,9,7,0,0,0,2,0,9,0,26,0,0,1.19,81,341,303,3.33,,0,55.5,64.4,46.6,,200,,,360,,28,,,38,
1974-12,,2524,2,7,4,0,0,0,6,0,2,0,24,0,0,0.71,75,896,555,1.93,,0,47.1,56.1,38.2,,190,,,180,,23.9,,,34.4,
1975-01,,0,0,9,5,0,0,0,7,0,6,0,17,0,0,2.39,81,1394,498,3.34,,0,48.9,59,38.9,,360,,,360,,36.9,,,50.6,
1975-02,,0,0,8,6,1,1,0,8,0,4,0,20,2,3.7,2.03,75,1875,481,3.73,,3.7,47,57.9,36.1,,280,,,315,,38.9,,,41.4,
1975-03,,13,13,10,8,0,0,0,1,0,10,0,28,0,0,0.46,82,2236,360,1.67,,0,53.8,64.1,43.6,,140,,,135,,38,,,47.2,
1975-04,,118,104,6,5,0,0,0,1,0,20,0,31,0,0,2.38,88,2351,115,3.41,,0,64.6,73.7,55.6,,180,,,180,,29.1,,,51.7,
1975-05,,347,229,14,11,0,0,0,0,0,31,2,51,0,0,1.39,90,2351,0,6.89,,0,72.4,81.9,62.8,,300,,,315,,34.9,,,51.7,
1975-06,,824,476,7,5,0,0,0,0,0,30,23,57,0,0,0.75,96,2351,0,1.96,,0,80.9,91.1,70.7,,180,,,315,,25.9,,,42.5,
1975-07,,1400,576,6,6,0,0,0,0,0,31,27,65,0,0,2.99,100,0,0,5.06,,0,83.6,93.5,73.6,,140,,,45,,28,,,33.3,
1975-08,,2012,612,4,1,0,0,0,0,0,31,30,70,0,0,0.16,98,0,0,0.3,,0,84.7,95.3,74.2,,200,,,45,,23.9,,,35.6,
1975-09,,2336,324,4,1,0,0,0,0,0,29,11,51,0,0,0.78,100,5,5,0.87,,0,75.6,86.6,64.6,,360,,,360,,21,,,28.9,
1975-10,,2521,185,0,0,0,0,0,0,0,29,5,44,0,0,0,95,41,36,0,,0,69.8,81.8,57.8,,190,,,180,,23,,,34.4,
1975-11,,2558,38,3,2,0,0,0,6,0,19,0,22,0,0,0.24,87,312,271,0.42,,0,57.2,69.7,44.8,,180,,,180,,34.9,,,46.1,
1975-12,,2567,8,4,1,0,0,0,10,0,6,0,19,0,0.4,1.41,79,818,506,1.49,,0.4,49,60.5,37.4,,170,,,180,,29.1,,,41.4,
1976-01,,0,0,3,0,0,0,0,16,1,5,0,11,0,0,0.07,78,1440,622,0.13,,0,44.9,57.8,32.1,,210,,,360,,32,,,41.4,
1976-02,,31,31,2,2,0,0,0,3,0,21,0,24,0,0,0.28,84,1662,222,0.52,,0,58.4,71.3,45.5,,330,,,315,,30,,,44.7,
1976-03,,88,57,8,6,0,0,0,0,0,16,0,37,0,0,0.68,85,1892,230,2.29,,0,59.4,69.8,49,,190,,,180,,36.9,,,49.4,
1976-04,,137,49,16,10,0,0,0,0,0,24,0,40,0,0,1.17,83,1945,54,5.71,,0,64.8,74.3,55.4,,150,,,180,,25.1,,,42.5,
1976-05,,269,132,9,8,0,0,0,0,0,29,0,50,0,0,1.81,89,1967,22,6.03,,0,68.5,79.4,57.6,,320,,,360,,21,,,52.8,
1976-06,,682,414,5,3,0,0,0,0,0,30,17,58,0,0,0.88,98,1967,0,1.4,,0,78.8,90.2,67.4,,210,,,360,,25.1,,,34.4,
1976-07,,1212,529,10,7,0,0,0,0,0,31,24,65,0,0,0.9,99,0,0,3.83,,0,82.1,91.8,72.3,,200,,,180,,29.1,,,36.7,
1976-08,,1804,592,4,3,0,0,0,0,0,31,29,64,0,0,4.05,102,0,0,4.75,,0,84.1,96.3,72,,40,,,45,,23,,,47.2,
1976-09,,2136,332,10,6,0,0,0,0,0,30,14,54,0,0,2.18,95,0,0,5.02,,0,76.1,86.5,65.6,,200,,,180,,17.9,,,28.9,
1976-10,,2205,70,11,6,0,0,0,0,0,16,4,38,0,0,1.46,91,218,218,3.46,,0,60.2,71,49.4,,350,,,180,,25.1,,,35.6,
1976-11,,2205,0,2,1,2,1,0,6,0,6,0,22,3,4.7,0.47,81,684,466,0.5,,5,49.5,59.6,39.3,,50,,,180,,25.1,,,34.4,
1976-12,,2205,0,5,4,0,0,0,16,1,3,0,13,0,0,0.75,72,1304,620,1.99,,0,45,57,33,,360,,,360,,29.1,,,40.3,
1977-01,,0,0,11,8,4,2,0,24,3,0,0,10,4,4,0.46,67,2243,939,2.39,,5.4,34.7,43.8,25.6,,360,,,45,,34.9,,,48.3,
1977-02,,0,0,5,3,1,0,0,5,0,7,0,19,2,0,1.19,78,2680,437,1.68,,0,49.4,60.7,38.1,,190,,,180,,36,,,49.4,
1977-03,,7,7,6,5,0,0,0,0,0,14,0,34,0,0,3.89,82,2929,249,5.88,,0,57.2,68.4,45.9,,270,,,360,,31.1,,,44.7,
1977-04,,96,89,10,8,0,0,0,0,0,26,0,43,0,0,1.47,89,2966,37,4.31,,0,66.7,77.4,56,,330,,,315,,29.1,,,43.6,
1977-05,,478,382,3,2,0,0,0,0,0,31,12,52,0,0,0.84,96,2966,0,0.99,,0,77.3,88.3,66.3,,360,,,360,,29.1,,,41.4,
1977-06,,1050,572,4,2,0,0,0,0,0,30,28,60,0,0,0.54,101,2966,0,0.69,,0,84.1,96.2,71.9,,330,,,180,,28,,,42.5,
1977-07,,1735,685,6,3,0,0,0,0,0,31,31,71,0,0,1.08,108,0,0,2.2,,0,87.1,100.1,74.1,,330,,,315,,29.1,,,42.5,
1977-08,,2352,617,5,3,0,0,0,0,0,31,28,69,0,0,1.53,102,0,0,2.33,,0,84.9,95.8,74,,350,,,360,,30,,,44.7,
1977-09,,2848,496,4,2,0,0,0,0,0,30,25,54,0,0,1.15,101,0,0,1.72,,0,81.5,93.2,69.9,,190,,,315,,23,,,44.7,
1977-10,,2956,108,6,2,0,0,0,0,0,28,3,35,0,0,1.97,98,57,57,2.96,,0,66.6,79.6,53.7,,360,,,360,,23,,,34.4,
1977-11,,2962,6,6,3,0,0,0,0,0,15,0,33,0,0,0.73,82,320,263,1.78,,0,56.4,66.2,46.6,,190,,,180,,28,,,38,
1977-12,,2963,2,2,1,0,0,0,11,0,9,0,16,0,0,0.23,83,863,543,0.25,,0,47.5,60.2,34.9,,330,,,315,,28,,,40.3,
1978-01,,0,0,7,5,6,2,0,27,8,3,0,13,3,2,0.52,77,1830,967,1.41,,4.1,33.8,42.3,25.3,,340,,,360,,29.1,,,43.6,
1978-02,,0,0,8,6,9,3,0,21,4,1,0,9,8,7.5,1.67,74,2623,793,3.33,,13.5,36.7,44.4,29,,340,,,360,,28,,,40.3,
1978-03,,14,14,6,2,0,0,0,3,0,15,0,21,0,0,1.69,84,2975,352,2.67,,0,54.1,66.3,41.8,,200,,,225,,29.1,,,39.1,
1978-04,,134,120,4,3,0,0,0,0,0,27,1,41,0,0,0.71,92,3031,56,1.34,,0,67.1,79.4,54.8,,180,,,180,,29.1,,,43.6,
1978-05,,428,294,8,5,0,0,0,0,0,28,9,41,0,0,3.54,98,3073,41,8.01,,0,73.1,84,62.2,,320,,,225,,40.9,,,54.1,
1978-06,,945,518,3,2,0,0,0,0,0,30,23,59,0,0,0.48,100,3073,0,0.77,,0,82.3,93.5,71,,310,,,315,,25.1,,,38,
1978-07,,1670,724,2,1,0,0,0,0,0,31,30,72,0,0,0.3,107,0,0,0.33,,0,88.4,100.1,76.6,,160,,,180,,17.9,,,26.4,
1978-08,,2276,607,4,2,0,0,0,0,0,31,30,66,0,0,1.25,102,0,0,1.54,,0,84.6,96,73.1,,170,,,135,,17.9,,,35.6,
1978-09,,2731,455,8,5,0,0,0,0,0,30,17,57,0,0,0.23,101,0,0,0.93,,0,80.2,90.8,69.5,,30,,,45,,23,,,33.3,
1978-10,,2879,148,3,1,0,0,0,0,0,31,5,44,0,0,0.5,94,29,29,0.55,,0,68.8,82.3,55.3,,10,,,315,,23,,,33.3,
1978-11,,2913,34,11,6,0,0,0,0,0,14,0,33,0,0,1.02,86,281,252,2.73,,0,57.7,67.9,47.6,,190,,,180,,19.9,,,27.5,
1978-12,,2913,0,5,1,1,0,0,13,1,7,0,20,1,0.8,0.65,78,868,586,0.78,,0.8,46.1,57.4,34.8,,190,,,225,,25.1,,,40.3,
1979-01,,0,0,12,7,3,1,0,23,6,0,0,13,1,1.3,0.77,68,1787,919,3.35,35.2,1.8,35.3,42.5,28.2,6756,280,,,270,,53,,,68.9,
1979-02,,0,0,11,5,0,0,0,12,1,3,0,16,0,0.5,0.56,78,2428,641,1.52,39.2,0.7,42.1,50.8,33.5,7308,350,,,360,,32,,,42.5,
1979-03,,7,6,11,7,0,0,0,1,0,15,0,30,0,0,1.97,82,2694,266,6.33,51.8,0,56.6,66.9,46.3,11490,320,,,315,,32,,,51.7,
1979-04,,70,63,8,4,0,0,0,0,0,26,1,38,0,0,1.35,90,2776,82,2.04,54.8,0,64.4,74.6,54.2,12834,250,,,270,,30,,,43.6,
1979-05,,243,173,10,8,0,0,0,0,0,29,2,46,0,0,1.99,91,2805,29,5.9,59.9,0,69.6,80.1,59.1,15462,190,,,315,,23,,,39.1,
1979-06,,722,479,4,4,0,0,0,0,0,30,23,55,0,0,0.63,103,2805,0,1.36,69.4,0,81,92.7,69.2,17886,260,,,180,,21,,,35.6,
1979-07,,1327,604,7,5,0,0,0,0,0,31,28,67,0,0,0.52,102,0,0,1.94,75,0,84.5,96,73,19644,130,,,315,,34.9,,,52.8,
1979-08,,1869,542,9,5,0,0,0,0,0,31,27,61,0,0,1.01,99,0,0,2.47,77.8,0,82.5,94.8,70.1,19302,300,,,315,,34.9,,,51.7,
1979-09,,2229,360,2,2,0,0,0,0,0,30,18,52,0,0,0.69,98,0,0,0.99,79.8,0,77,89.8,64.2,17760,360,,,45,,19.9,,,27.5,
1979-10,,2443,214,3,3,0,0,0,0,0,29,10,45,0,0,1.58,102,35,35,3.38,75.1,0,70.8,84.3,57.2,15936,190,,,180,,32,,,41.4,
1979-11,,2456,13,4,1,0,0,0,3,0,6,0,26,0,0,0.28,79,411,375,0.43,62.3,0,52.9,64,41.8,11742,180,,,315,,25.1,,,34.4,
1979-12,,2456,0,4,4,0,0,0,6,0,5,0,18,0,0,1.39,78,893,483,2.72,61.6,0,49.4,60.7,38.1,11520,300,,,315,,28,,,38,
1980-01,,0,0,8,4,0,0,0,12,0,3,0,25,0,0,1.07,71,1498,605,2.53,50.1,0,45.5,54.5,36.5,9522,360,,,360,,28,,,42.5,
1980-02,,0,0,4,2,1,1,0,10,0,8,0,17,1,1.2,0.53,86,2034,536,0.84,66.2,1.6,46.5,58.7,34.4,12762,340,,,360,,32,,,44.7,
1980-03,,11,11,6,3,0,0,0,6,0,15,0,15,0,0,0.82,84,2380,346,1.24,71.7,0,54.2,66.7,41.7,15948,340,,,315,,30,,,41.4,
1980-04,,60,49,4,4,0,0,0,0,0,25,1,41,0,0,0.95,92,2486,106,2.23,70.1,0,63.1,75.9,50.3,16446,310,,,180,,29.1,,,49.4,
1980-05,,375,314,10,7,0,0,0,0,0,31,8,48,0,0,1.25,99,2492,6,3.02,66.1,0,74.9,86.4,63.5,17070,200,,,225,,25.1,,,39.1,
1980-06,,1034,659,2,1,0,0,0,0,0,30,28,65,0,0,1.16,113,2492,0,1.25,81.2,0,87,99.5,74.4,20892,250,,,270,,21,,,32.2,
1980-07,,1871,836,1,1,0,0,0,0,0,31,31,72,0,0,0.71,110,0,0,0.71,91.8,0,92,105.3,78.7,24084,310,,,315,,29.1,,,52.8,
1980-08,,2598,728,0,0,0,0,0,0,0,31,30,68,0,0,0,105,0,0,0,68.6,0,88.5,100,76.9,17004,190,,,180,,21.9,,,31.1,
1980-09,,3077,478,10,5,0,0,0,0,0,26,21,54,0,0,3.29,101,19,19,6.54,59.6,0,80.3,90.8,69.9,13428,190,,,180,,23,,,33.3,
1980-10,,3190,113,4,2,0,0,0,1,0,26,0,29,0,0,0.95,89,122,103,1.08,68.9,0,65.3,77.7,53,14622,350,,,315,,28,,,38,
1980-11,,3222,32,3,2,0,0,0,4,0,14,0,28,0,0,0.89,88,458,336,1.23,62.3,0,54.9,66.1,43.6,11820,340,,,225,,23.9,,,33.3,
1980-12,,3230,8,4,1,0,0,0,10,0,6,0,17,0,0,1.35,81,950,492,1.43,60.4,0,49.4,60,38.8,11220,10,,,360,,30,,,42.5,
1981-01,,0,0,7,2,0,0,0,14,0,3,0,21,0,0,0.25,77,1584,634,0.58,54.5,0,44.5,55.4,33.7,10368,350,,,360,,31.1,,,35.6,
1981-02,,5,5,6,3,0,0,0,9,1,9,0,10,0,0,0.81,83,2040,455,1.44,57.7,0,48.9,60.9,36.9,10686,330,,,360,,32,,,43.6,
1981-03,,9,4,8,5,0,0,0,0,0,12,0,35,0,0,1.81,84,2331,292,3.39,54.1,0,55.7,65.9,45.6,12126,320,,,315,,30,,,49.4,
1981-04,,162,152,6,5,0,0,0,0,0,29,1,37,0,0,0.86,91,2360,28,2.69,62.2,0,69.1,79.5,58.8,14604,280,,,270,,32,,,59.7,
1981-05,,355,194,15,10,0,0,0,0,0,29,5,44,0,0,1.24,93,2384,24,6.25,67.4,0,70.5,80.9,60,17406,150,,,135,,36.9,,,52.8,
1981-06,,814,458,8,8,0,0,0,0,0,30,19,58,0,0,2.46,98,2384,0,7.85,58.1,0,80.3,90.3,70.3,14976,170,,,180,,29.1,,,42.5,
1981-07,,1460,646,3,2,0,0,0,0,0,31,31,71,0,0,1.2,103,0,0,1.81,79.2,0,85.8,97,74.6,20760,150,,,135,,21.9,,,32.2,
